date,total_lines,active_lines_end,retired_lines,orange_count,yellow_count,purple_orig_count,blue_orig_count,purple_profit_count,max_touches,avg_touches,strategic_breaks,quadrant_transitions,final_quadrant,session_range,bearish_resolve_score,bullish_resolve_score,classification,resolve_direction
2026-04-06,20,0,18,16,2,1,1,0,6,2.3846153846153846,18,1,NEUTRAL,492.0,1,15,STRONG_TREND,BULLISH
2026-04-07,21,1,19,7,12,1,1,0,13,2.5625,19,1,NEUTRAL,503.0,11,6,STRONG_TREND,BEARISH
2026-04-08,22,0,22,4,16,1,1,0,6,1.85,22,1,NEUTRAL,472.0,15,3,STRONG_TREND,BEARISH
2026-04-09,38,0,37,35,1,1,1,0,7,1.7837837837837838,37,1,NEUTRAL,635.0,0,34,STRONG_TREND,BULLISH
2026-04-10,26,0,25,1,23,1,1,0,4,1.95,25,1,NEUTRAL,379.0,22,0,STRONG_TREND,BEARISH
2026-04-13,49,1,46,44,3,1,1,0,12,2.090909090909091,46,1,NEUTRAL,746.0,2,43,STRONG_TREND,BULLISH
2026-04-14,30,0,29,25,3,1,1,0,18,2.5185185185185186,29,1,NEUTRAL,419.0,2,24,STRONG_TREND,BULLISH
2026-04-15,29,0,27,2,25,1,1,0,8,2.1818181818181817,27,1,NEUTRAL,429.0,24,1,STRONG_TREND,BEARISH
2026-04-16,18,0,17,3,13,1,1,0,5,2.0,17,1,NEUTRAL,342.0,12,2,STRONG_TREND,BEARISH
2026-04-17,53,2,50,50,1,1,1,0,9,1.6122448979591837,50,1,NEUTRAL,682.0,0,49,STRONG_TREND,BULLISH
2026-04-20,19,0,18,9,8,1,1,0,6,2.3333333333333335,18,1,NEUTRAL,297.0,7,8,STRONG_TREND,NEUTRAL
2026-04-21,47,1,45,6,39,1,1,0,12,1.7777777777777777,45,1,NEUTRAL,814.0,38,5,STRONG_TREND,BEARISH
2026-04-22,33,1,30,9,22,1,1,0,12,2.8,30,1,NEUTRAL,390.0,21,8,STRONG_TREND,BEARISH
2026-04-23,41,0,39,16,23,1,1,0,5,1.4444444444444444,39,1,NEUTRAL,667.0,22,15,STRONG_TREND,BEARISH
2026-04-24,12,0,11,1,9,1,1,0,5,2.2222222222222223,11,1,NEUTRAL,274.0,8,0,STRONG_TREND,BEARISH
2026-04-27,18,0,16,4,12,1,1,0,4,1.5714285714285714,16,1,NEUTRAL,332.0,11,3,STRONG_TREND,BEARISH
2026-04-28,19,1,17,1,16,1,1,0,8,2.0625,17,1,NEUTRAL,317.0,15,0,STRONG_TREND,BEARISH
2026-04-29,34,1,32,1,31,1,1,0,7,1.7096774193548387,32,1,NEUTRAL,509.0,30,0,STRONG_TREND,BEARISH
2026-04-30,71,1,68,67,2,1,1,0,6,1.873015873015873,68,1,NEUTRAL,750.0,1,66,STRONG_TREND,BULLISH
2026-05-01,51,2,48,10,39,1,1,0,5,1.5833333333333333,48,1,NEUTRAL,577.0,38,9,STRONG_TREND,BEARISH
2026-05-05,32,1,29,23,7,1,1,0,8,1.875,29,1,NEUTRAL,354.0,6,22,STRONG_TREND,BULLISH
2026-05-06,23,0,22,20,1,1,1,0,10,2.619047619047619,22,1,NEUTRAL,329.0,0,19,STRONG_TREND,BULLISH
2026-05-07,53,0,52,1,50,1,1,0,5,1.4285714285714286,52,1,NEUTRAL,657.0,49,0,STRONG_TREND,BEARISH
2026-05-08,34,1,32,1,31,1,1,0,7,1.8333333333333333,32,1,NEUTRAL,364.0,30,0,STRONG_TREND,BEARISH
2026-05-11,19,0,18,12,5,1,1,0,6,2.466666666666667,18,1,NEUTRAL,309.0,4,11,STRONG_TREND,BULLISH
2026-05-12,34,0,33,18,14,1,1,0,13,2.4444444444444446,33,1,NEUTRAL,527.0,13,17,STRONG_TREND,BULLISH
2026-05-15,31,2,28,1,28,1,1,0,4,1.48,28,1,NEUTRAL,416.0,27,0,STRONG_TREND,BEARISH
2026-05-18,30,1,27,15,13,1,1,0,8,1.8333333333333333,27,1,NEUTRAL,417.0,12,14,STRONG_TREND,NEUTRAL
2026-05-19,14,0,13,9,3,1,1,0,11,2.8,13,1,NEUTRAL,371.0,2,8,STRONG_TREND,BULLISH
